variant,date,code,name,action,underlying_v31_action,valuation_confidence,tradable_today,execution_blocked_not_tradable,sell_confirmation_count,price_to_neutral,neutral_value,normalized_earnings,realistic_growth,market_implied_growth,expectation_gap
v32_candidate,2019-01-31,002444,巨星科技,BUY_A_LEVEL,BUY_A_LEVEL,MEDIUM,True,False,0,0.7472122071153431,9.274473749236076,0.55,0.0671572308602248,0.0,0.0671572308602248
v32_candidate,2019-01-31,002415,海康威视,CORE_ONLY,CORE_ONLY,MEDIUM,True,False,2,1.7757691729306726,13.678579609484132,1.0682345974851533,0.0,0.1420102060668533,-0.1420102060668533
v32_candidate,2019-01-31,600536,中国软件,CORE_ONLY,CORE_ONLY,MEDIUM,True,False,2,15.272005690413872,0.794263716625899,0.0620283688694288,0.0,0.7556970486339418,-0.7556970486339418
v32_candidate,2019-01-31,000895,双汇发展,BUY_A_LEVEL,BUY_A_LEVEL,HIGH,True,False,0,0.6783916389126196,20.519120816866334,1.2933513978957838,0.0521394037631171,0.0,0.0521394037631171
v32_candidate,2019-01-31,600188,兖矿能源,HOLD_REVIEW,HOLD_REVIEW,INVALID,True,False,0,,57.46285147672906,1.3818280241790524,0.3,0.0,0.3
v32_candidate,2019-01-31,600580,卧龙电驱,REDUCE_50,REDUCE_50,MEDIUM,True,False,2,1.567329486610221,2.775421528888648,0.2167477460677518,0.0,0.1104925833654776,-0.1104925833654776
v32_candidate,2019-01-31,600809,山西汾酒,BUY_FULL_MARGIN,BUY_FULL_MARGIN,MEDIUM,True,False,0,0.0859093298692194,59.36491423881175,1.4275675508619163,0.3,0.0,0.3
v32_candidate,2019-02-28,601766,中国中车,CORE_ONLY,CORE_ONLY,MEDIUM,True,False,2,1.723951096646782,4.356272062825639,0.3078619325762551,0.0241849544661578,0.1599176114490935,-0.1357326569829356
v32_candidate,2019-02-28,002444,巨星科技,HOLD,HOLD,MEDIUM,True,False,0,0.9898135730618832,9.274473749236076,0.55,0.0671572308602248,0.0646300593245631,0.0025271715356617
v32_candidate,2019-02-28,002415,海康威视,CORE_ONLY,CORE_ONLY,MEDIUM,True,False,2,2.0404165342319915,13.678579609484132,1.0682345974851533,0.0,0.1775249724308994,-0.1775249724308994
v32_candidate,2019-02-28,600536,中国软件,CORE_ONLY,CORE_ONLY,MEDIUM,True,False,2,21.479012125182244,0.794263716625899,0.0620283688694288,0.0,0.8674640375001275,-0.8674640375001275
v32_candidate,2019-02-28,000895,双汇发展,BUY_FULL_MARGIN,BUY_FULL_MARGIN,HIGH,True,False,0,0.6369668621112023,20.519120816866334,1.2933513978957838,0.0521394037631171,0.0,0.0521394037631171
v32_candidate,2019-02-28,600188,兖矿能源,HOLD_REVIEW,HOLD_REVIEW,INVALID,True,False,0,,57.46285147672906,1.3818280241790524,0.3,0.0,0.3
v32_candidate,2019-02-28,600580,卧龙电驱,CORE_ONLY,CORE_ONLY,MEDIUM,True,False,2,1.869986215059092,2.775421528888648,0.2167477460677518,0.0,0.1551705095345114,-0.1551705095345114
v32_candidate,2019-02-28,600809,山西汾酒,BUY_FULL_MARGIN,BUY_FULL_MARGIN,MEDIUM,True,False,0,0.2019711500258707,59.36491423881175,1.4275675508619163,0.3,0.0,0.3
v32_candidate,2019-03-29,601766,中国中车,CORE_ONLY,CORE_ONLY,MEDIUM,True,False,2,1.750594504015975,4.124313188140864,0.2995981574430696,0.017504687727127,0.1568077226713135,-0.1393030349441865
v32_candidate,2019-03-29,002444,巨星科技,HOLD_NO_ADD,HOLD_NO_ADD,MEDIUM,True,False,0,1.123513881405754,9.274473749236076,0.55,0.0671572308602248,0.0960694351721405,-0.0289122043119156
