date,close,pe_ttm,pb,pe_anchor,pb_anchor,ratio_universal,neutral_universal,report_date,fund_available_date,normalized_owner_eps,historical_owner_eps_growth,assumed_growth,neutral_value_fundamental,quality_factor,ratio_fundamental,ret,code
2020-11-05,131.23,213.01492101,14.0798666,137.87028791,8.1661364,1.6321520943910015,80.40304604637065,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,40.09486829696866,0.026678141135972444,002371
2020-11-06,139.47,226.40511167,14.96493183,137.92594660999998,8.16998956,1.7339906364432467,80.43296028753662,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,42.61244594512093,0.06279052046026079,002371
2020-11-09,150.21,243.82547549,16.11638355,137.98160531,8.17384272,1.866592867906721,80.472824354275,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,45.893851763222315,0.07700580770058085,002371
2020-11-10,143.24,232.50998934,15.36845221,137.99023024000002,8.175453115,1.7797368299159813,80.48380951174796,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,43.7642988254042,-0.046401704280673695,002371
2020-11-11,131.67,213.74225995,14.12794227,137.99885517,8.17706351,1.6358678871862937,80.48938488943229,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,40.22930205487971,-0.08077352694778006,002371
2020-11-12,132.0,214.26689787,14.16261981,138.01274748,8.18315944,1.6391897589255962,80.52758948818662,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,40.330127373313,0.0025062656641605674,002371
2020-11-13,133.59,216.85431673,14.3336431,138.02663979,8.18925537,1.6582830603458334,80.55922610229156,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,40.81592208940063,0.01204545454545447,002371
2020-11-16,131.78,213.9091902,14.13897603,138.299885845,8.19131142,1.6339398745475546,80.65168250850753,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,40.26291049435747,-0.013548918332210502,002371
2020-11-17,134.66,218.58323716,14.44792133,138.5731319,8.19336747,1.6677862074203056,80.74176378295458,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,41.14284054613885,0.021854606161784806,002371
2020-11-18,131.84,214.00457891,14.14528104,138.661487535,8.19452239,1.6322157812440936,80.77363392449865,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,40.28124237043625,-0.020941630773800624,002371
2020-11-19,131.4,213.30108715,14.09878162,138.74984317,8.19567731,1.6262175761769082,80.80099608129291,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,40.14680861252521,-0.003337378640776656,002371
2020-11-20,129.4,210.05787089,13.88441142,139.04650329999998,8.200814860000001,1.5992806292548334,80.91137829906216,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,39.53574607656592,-0.015220700152207,002371
2020-11-23,129.4,210.05787089,13.88441142,139.34316343,8.20595241,1.5970771156389958,81.02301306109858,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,39.53574607656592,0.0,002371
2020-11-24,129.94,210.9282929,13.9419446,139.412419475,8.209066074999999,1.6029924889145988,81.0608913632425,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,39.70073296127493,0.004173106646058633,002371
2020-11-25,129.94,210.9282929,13.9419446,139.48167552,8.21217974,1.6022906348047028,81.09639860426314,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,39.70073296127493,0.0,002371
2020-11-26,124.39,201.92598305,13.34690965,139.523975395,8.214203625,1.533484215287965,81.1159311324515,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,38.00503442398791,-0.04271202093273818,002371
2020-11-27,124.62,202.29561432,13.37134155,139.56627527,8.21622751,1.5358692754324612,81.13971806937164,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,38.07530661562323,0.001849023233378988,002371
2020-11-30,126.34,205.08573419,13.55576298,139.83604974000002,8.217338999999999,1.5554445509376487,81.22436760850142,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,38.60082039654821,0.013801957952174648,002371
2020-12-01,125.9,204.37031884,13.50847543,140.10582421,8.21845049,1.548420860614773,81.30864366553008,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,38.46638663863717,-0.00348266582238399,002371
2020-12-02,125.65,203.96491681,13.48167916,140.199392415,8.218623390000001,1.5448173001042977,81.3364790720021,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,38.39000382164226,-0.0019857029388403724,002371
2020-12-03,121.14,196.64383304,12.99776994,140.29296062,8.21879629,1.488855467466509,81.36451297461147,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,37.01205780305406,-0.035893354556307266,002371
2020-12-04,121.48,197.19231814,13.03402373,140.39189783,8.221758765,1.4922131486841952,81.40928131287325,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,37.11593843416714,0.0028066699686313257,002371
2020-12-07,129.13,209.61669809,13.85525076,140.49083504,8.22472124,1.5853879113919207,81.45009752637002,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,39.45325263421142,0.06297332894303587,002371
2020-12-08,126.93,206.03962133,13.61881304,140.54846303,8.228849935,1.5576230986566846,81.48954654657226,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,38.7810838446562,-0.017037094400991215,002371
2020-12-09,123.62,200.67400619,13.26415645,140.60609102,8.23297863,1.5163687192926365,81.52370754368165,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,37.76977534764358,-0.026077365477034653,002371
2020-12-10,123.92,201.15094976,13.29568148,140.65729396,8.245795465,1.5185144777634603,81.60607081107005,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,37.86143472803747,0.0024267917812650364,002371
2020-12-11,121.11,196.59613868,12.99461744,140.7084969,8.2586123,1.482707689381385,81.68164289383937,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,37.002891865014675,-0.02267591994835383,002371
2020-12-14,121.64,197.51565481,13.05539564,140.88548325,8.258642290000001,1.4887039110999927,81.70865884950962,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,37.164823437043886,0.004376186937494753,002371
2020-12-15,121.06,196.57340018,12.99311447,141.0624696,8.25867228,1.4806695643283982,81.76030825278048,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,36.98761530161569,-0.004768168365669179,002371
2020-12-16,117.14,190.21616322,12.57291363,141.13282627,8.27148617,1.431317171429845,81.84070053668152,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,35.78993273113549,-0.03238063770031385,002371
2020-12-17,118.03,191.65936336,12.66830632,141.20318294,8.28430006,1.4407019533298446,81.92534182882264,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,36.06185555963737,0.0075977462864949,002371
2020-12-18,116.79,189.64365408,12.5350719,141.298782115,8.29136419,1.4244603562577698,81.98894373362661,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,35.68299678734261,-0.010505803609251796,002371
2020-12-21,127.26,206.6400193,13.65849816,141.39438129,8.29842832,1.5509389098757753,82.0535220244059,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,38.88190916308948,0.0896480863087592,002371
2020-12-22,120.64,195.89354557,12.94817742,141.437294205,8.306724215,1.469323817502172,82.10579489896664,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,36.85929216906424,-0.05201948766305209,002371
2020-12-23,126.94,206.12714653,13.62459828,141.48020712,8.31502011,1.545076379335385,82.15775070912888,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,38.78413915733599,0.05222148541114047,002371
2020-12-24,129.34,210.0154378,13.88160667,141.57734691,8.329201000000001,1.5723416593005335,82.25947537225322,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,39.517414200487146,0.0189065700330866,002371
2020-12-25,126.92,206.09136471,13.62223317,141.6744867,8.34338189,1.5411225221458853,82.3555545884012,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,38.7780285319764,-0.01871037575382717,002371
2020-12-28,126.8,205.88860105,13.60883089,141.73564643999998,8.346592855,1.5389779626764497,82.39234288935563,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,38.741364779818845,-0.0009454774661203924,002371
2020-12-29,129.11,209.64569231,13.85716722,141.79680618,8.34980382,1.5664222382968374,82.42349785609571,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,39.44714200885183,0.018217665615142042,002371
2020-12-30,127.11,206.38954655,13.6419424,142.05406278499999,8.368431444999999,1.5389804156796474,82.59364362597522,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,38.836079472892536,-0.015490666873208991,002371
2020-12-31,132.76,215.58079086,13.23289826,142.31131939,8.38705907,1.5459944970484523,85.8735268808911,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,40.56233113697752,0.04444968924553527,002371
2021-01-04,141.58,229.90592807,14.11221169,142.371462365,8.388935055000001,1.6481917538524922,85.9001992147274,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,43.25711692055798,0.0664356733956013,002371
2021-01-05,145.33,235.98904212,14.48560873,142.43160534,8.39081104,1.6912551762533299,85.93026176094394,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,44.40285917548165,0.026486791919762664,002371
2021-01-06,141.12,229.15448457,14.06608617,142.45059227000002,8.393675475,1.6418844908827668,85.95001705882865,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,43.11657253728735,-0.028968554324640516,002371
2021-01-07,139.96,227.26991198,13.9504063,142.4695792,8.39653991,1.627995315998938,85.97076332134318,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,42.762156266430964,-0.008219954648526095,002371
2021-01-08,137.54,223.34570703,13.7095286,142.478766125,8.398421135,1.5996544138104545,85.98107116922401,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,42.02277059792022,-0.017290654472706612,002371
2021-01-11,147.0,238.69662425,14.65180702,142.48795305,8.40030236,1.7093547398526527,85.99736296555476,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,44.913096393007656,0.06877999127526535,002371
2021-01-12,151.53,246.05599949,15.10354422,142.62346738999997,8.402285984999999,1.7610114921009112,86.04713863577494,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,46.29715303695544,0.03081632653061228,002371
2021-01-13,163.95,266.22569725,16.34161167,142.75898173,8.40426961,1.9042357780556658,86.09753156061502,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,50.091851385262615,0.08196396753118185,002371
2021-01-14,160.56,260.71511158,16.00335788,142.82470869999997,8.40465105,1.8643486991800569,86.1212283252669,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,49.05610038681162,-0.020677035681610167,002371
2021-01-15,157.82,256.27801663,15.73099768,142.89043567,8.40503249,1.832156350145983,86.13893677110318,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,48.2189447125474,-0.01706527154957649,002371
2021-01-18,171.87,279.08373048,17.13087051,142.906867415,8.405674685000001,1.9950056832640357,86.1501305193291,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,52.511659027661395,0.08902547205677358,002371
2021-01-19,169.69,275.54121112,16.91342164,142.92329916,8.40631688,1.969493829763221,86.15919351237606,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,51.84560086346577,-0.012684005352883054,002371
2021-01-20,167.11,271.35459733,16.65643662,143.25829771,8.40769915,1.9371406984537933,86.26632032117521,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,51.0573301920783,-0.0152041958866167,002371
2021-01-21,165.35,268.49195542,16.48072037,143.59329626,8.40908142,1.9143104627313248,86.37574898069552,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,50.519595160434115,-0.010531984920112647,002371
2021-01-22,162.34,263.61353651,16.18127058,143.67452958,8.411218850000001,1.878757837815327,86.40815582106823,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,49.59994604381539,-0.01820381009978822,002371
2021-01-25,163.94,266.21376957,16.34087951,143.7557629,8.41335628,1.89651245556261,86.4428807304439,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,50.08879607258282,0.009855858075643598,002371
2021-01-26,160.35,260.38113669,15.98285765,143.79961982999998,8.417489605,1.8542223505911644,86.47830177911355,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,48.9919388205359,-0.021898255459314453,002371
2021-01-27,159.16,258.4488534,15.86424917,143.84347676,8.42162293,1.8397299735970036,86.51269603919836,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,48.62835661164012,-0.00742126598066728,002371
2021-01-28,147.44,239.4242124,14.69646823,144.050298205,8.427893685,1.7024482474991047,86.60468840482478,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,45.047530150918696,-0.07363659210856999,002371
2021-01-29,147.2,239.03059914,14.67230725,144.25711965,8.43416444,1.69779908879743,86.70048238997666,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,44.97420264660358,-0.0016277807921867282,002371
2021-02-01,148.37,240.92709941,14.78871927,144.26367801499998,8.440148664999999,1.7106239970664219,86.73443156090539,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,45.33167423013977,0.007948369565217606,002371
2021-02-02,149.88,243.3722727,14.93881023,144.27023638,8.44613289,1.7273336249371687,86.76957238382472,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,45.79302644478903,0.010177259553818097,002371
2021-02-03,144.34,234.37880605,14.38676833,144.30333271,8.448701665,1.663058881090299,86.79187588678214,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,44.100383220181804,-0.03696290365625832,002371
2021-02-04,142.5,231.39688739,14.20373057,144.33642904,8.45127044,1.6414625975560957,86.81282181644725,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,43.53820568709926,-0.012747679091035025,002371
2021-02-05,139.34,226.26798731,13.88890561,144.38572427000003,8.452123570000001,1.6047246481815218,86.83109601257789,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,42.57272688028358,-0.02217543859649118,002371
2021-02-08,145.15,235.69085025,14.46730495,144.4350195,8.4529767,1.671183316270245,86.85462485584554,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,44.34786354724531,0.04169656954212719,002371
2021-02-09,147.64,239.74625962,14.71623631,144.517178215,8.453093295,1.6994434939650513,86.87549808174803,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,45.10863640451462,0.017154667585256522,002371
2021-02-10,148.08,240.44999242,14.75943322,144.517178215,8.453524555000001,1.7043884333384254,86.88160345582273,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,45.243070162425674,0.0029802221620158775,002371
2021-02-18,154.95,251.61429585,15.44472662,144.517178215,8.460253845,1.7828152300065778,86.91310091591953,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,47.34206997344582,0.04639384116693668,002371
2021-02-19,145.59,236.40651073,14.51123402,144.517178215,8.488040980000001,1.6723162856030316,87.05889026698125,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,44.48229730515636,-0.060406582768634975,002371
2021-02-22,141.62,229.96556644,14.11587244,144.517178215,8.517565470000001,1.6239318213682863,87.20809466044847,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,43.26933817127717,-0.027268356343155387,002371
2021-02-23,141.66,230.03713249,14.12026535,144.517178215,8.527025575,1.6235358479590147,87.2540019230768,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,43.281559421996356,0.00028244598220594774,002371
2021-02-24,142.94,232.11254787,14.24765963,144.517178215,8.528975894999999,1.6379962195624356,87.26515866940409,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,43.6726394450103,0.009035719327968428,002371
2021-02-25,140.39,227.97364478,13.99360322,144.517178215,8.538608799999999,1.6078806334368512,87.31369548242883,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,42.893534711662205,-0.017839653001259337,002371
2021-02-26,131.78,213.98248247,13.13479002,144.517178215,8.54873323,1.5083080849460215,87.36941830071545,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,40.26291049435747,-0.06132915449818355,002371
2021-03-01,136.76,222.06944585,13.63118844,144.517178215,8.55231396,1.5649833118539027,87.38751331347555,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,41.784456208896096,0.037790256488086094,002371
2021-03-02,146.83,238.43421541,14.6356997,144.77117316,8.55952876,1.6781279036128727,87.4963104325284,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,44.86115607745112,0.07363264112313561,002371
2021-03-03,139.56,226.61388988,13.91013799,145.25960845499998,8.568149715,1.5914500935737927,87.69360758690286,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,42.6399437592391,-0.04951304229380926,002371
2021-03-04,134.72,218.75355231,13.42765045,145.64645148,8.573287265,1.5337477150895553,87.83713167072834,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,41.161172422217625,-0.034680424190312475,002371
2021-03-05,133.67,217.05982251,13.323685,145.879758845,8.58292017,1.5198014170091576,87.9522801492391,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,40.840364590838995,-0.00779394299287417,002371
2021-03-08,121.21,196.81855871,12.08122465,146.519106685,8.591910885,1.3743472906251222,88.19459304559592,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,37.03344499181264,-0.09321463305154476,002371
2021-03-09,113.95,185.03401619,11.3578594,147.00506924500002,8.59255308,1.2898724427978736,88.34206873419984,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,34.815287986280424,-0.05989604818084304,002371
2021-03-10,111.87,181.65848428,11.15066065,147.400921205,8.593195275,1.2645927955385206,88.46325899900506,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,34.17978294888277,-0.01825362000877573,002371
2021-03-11,114.66,186.19100063,11.42887805,147.91268345999998,8.594893685,1.2937732864870815,88.62449178505658,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,35.03221518654597,0.02493966210780374,002371
2021-03-12,112.01,181.8851101,11.16457152,148.20845483,8.5959499,1.2625139228437827,88.71981367753959,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,34.222557326399915,-0.023111808826094427,002371
2021-03-15,106.92,173.61923159,10.65719083,148.58503512,8.5984582,1.2034345017361199,88.8457160283781,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,32.66740317238352,-0.04544237121685568,002371
2021-03-16,102.51,166.45069915,10.21716805,148.81507952,8.601255145,1.152666561145596,88.9329173374465,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,31.320010280593298,-0.0412457912457912,002371
2021-03-17,106.36,172.71272832,10.60154735,148.87837058000002,8.61310328,1.1949539526340915,89.00761386289889,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,32.496305662314924,0.03755731148180663,002371
2021-03-18,106.44,172.83200507,10.60886886,149.064638365,8.63108471,1.1937863801460478,89.16168065762162,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,32.5207481637533,0.0007521624670929761,002371
2021-03-19,104.3,169.37297943,10.39654506,149.337197475,8.638344805,1.168334813155828,89.27235482975279,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,31.866911250276857,-0.020105223600150324,002371
2021-03-22,103.39,167.89394778,10.30575832,149.85821112500003,8.643903595,1.1557456512964404,89.4573991120138,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,31.58887779641538,-0.008724832214765055,002371
2021-03-23,102.8,166.92780614,10.24645409,150.2690047,8.65113253,1.1470436751982929,89.6216963859102,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,31.408614348307392,-0.0057065480220525044,002371
2021-03-24,98.5,159.95011649,9.81814572,150.782982465,8.654976444999999,1.0969779734729501,89.79214020875585,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,30.094829895994923,-0.04182879377431903,002371
2021-03-25,101.99,165.61576193,10.16591747,151.45668392,8.66312843,1.1327720506193746,90.03576663480895,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,31.16113402124388,0.03543147208121833,002371
2021-03-26,103.9,168.71695733,10.35627675,151.71543177,8.670571875,1.1525039991680168,90.15153099252112,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,31.744698743085003,0.018727326208451966,002371
2021-03-29,104.58,169.81430339,10.42363465,151.83430828500002,8.67370725,1.159336173130407,90.20679456383735,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,31.95246000531116,0.006544754571703448,002371
2021-03-30,106.05,172.21176599,10.57079701,151.97230714,8.678498874999999,1.1748454592264947,90.26719145667222,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,32.401590969241234,0.014056224899598346,002371
2021-03-31,105.44,171.20984132,10.3972062,152.44873290499999,8.681621204999999,1.1597392750808233,90.91698648616672,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,32.21521689577365,-0.005752003771805736,002371
2021-04-01,111.64,181.28872637,11.00927526,152.836854685,8.684679970000001,1.2262352845651179,91.04288663459307,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,34.10951075724744,0.05880121396054627,002371
2021-04-02,120.65,195.91205543,11.89731865,152.876856735,8.69179376,1.324431644029483,91.09567907403022,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,36.86234748174404,0.08070584020064508,002371
2021-04-06,117.74,191.18869629,11.61047918,152.95756039,8.69711195,1.2917639896981674,91.14668077061897,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,35.97325149192327,-0.024119353501865004,002371
2021-04-07,120.02,194.89820309,11.83574957,153.104184175,8.71825469,1.3145995987009076,91.29776102062121,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,36.66986278291686,0.019364701885510538,002371
2021-04-08,119.15,193.47880981,11.74955286,153.454726945,8.74218424,1.3017490231544318,91.53070052725883,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,36.40405057977457,-0.007248791868021964,002371
2021-04-09,117.16,190.24641,11.55325616,153.72443037,8.746735144999999,1.2785449529998665,91.63541706148538,2020-09-30,2020-10-27,0.17946898457081376,0.2414786736882486,0.1207393368441243,3.272987431409558,0.41526439586002467,35.796043356495076,-0.016701636592530544,002371
