variant,date,code,name,action,underlying_v31_action,valuation_confidence,sell_confirmation_count,price_to_neutral,neutral_value,normalized_earnings,realistic_growth,market_implied_growth,expectation_gap
current_v31_baseline,2024-01-31,600519,贵州茅台,HOLD_NO_ADD,HOLD_NO_ADD,HIGH,0,1.1168769933189173,1305.8197175913638,53.8,0.15863282297784798,0.18703261282749317,-0.028399789849645196
current_v31_baseline,2024-01-31,601088,中国神华,BUY_FULL_MARGIN,BUY_FULL_MARGIN,HIGH,0,0.3528852870736834,90.02925642906257,3.2975,0.1888728024432591,0.0,0.1888728024432591
current_v31_baseline,2024-01-31,601877,正泰电器,BUY_STAGED,BUY_STAGED,MEDIUM,0,0.7884333717060056,21.43491207561638,1.6739687399523255,0.0,0.0,0.0
current_v31_baseline,2024-01-31,600276,恒瑞医药,CORE_ONLY,CORE_ONLY,MEDIUM,0,5.195057094833513,7.093281041443673,0.5539528543520622,0.0,0.4300456514948424,-0.4300456514948424
current_v31_baseline,2024-02-29,600031,三一重工,CORE_ONLY,CORE_ONLY,MEDIUM,0,2.1865278165074145,5.886044486988285,0.4596731928933642,0.0,0.19538730065328042,-0.19538730065328042
current_v31_baseline,2024-02-29,002008,大族激光,CORE_ONLY,CORE_ONLY,LOW,0,2.432978497682261,7.85457003348153,0.5564539034346552,0.023588344916195547,0.2488678755038009,-0.22527953058760536
current_v31_baseline,2024-02-29,002920,德赛西威,REDUCE_25,REDUCE_25,MEDIUM,0,1.2505123744901063,79.5274017504629,1.9124214967549906,0.3,0.36105945810617956,-0.061059458106179576
current_v31_baseline,2024-02-29,600588,用友网络,CORE_ONLY,CORE_ONLY,INVALID,0,45.43070892880161,0.27888624894355607,0.02177974237016554,0.0,0.9880582889556708,-0.9880582889556708
current_v31_baseline,2024-02-29,600519,贵州茅台,HOLD_NO_ADD,HOLD_NO_ADD,HIGH,0,1.1795655857005625,1305.8197175913638,53.8,0.15863282297784798,0.20117834558554903,-0.04254552260770106
current_v31_baseline,2024-02-29,601088,中国神华,BUY_FULL_MARGIN,BUY_FULL_MARGIN,HIGH,0,0.3669918125563267,90.02925642906257,3.2975,0.1888728024432591,0.0,0.1888728024432591
current_v31_baseline,2024-02-29,601877,正泰电器,HOLD,HOLD,MEDIUM,0,0.8789399244343874,21.43491207561638,1.6739687399523255,0.0,0.0,0.0
current_v31_baseline,2024-02-29,600276,恒瑞医药,CORE_ONLY,CORE_ONLY,MEDIUM,0,5.926735421080078,7.093281041443673,0.5539528543520622,0.0,0.4677349224267333,-0.4677349224267333
current_v31_baseline,2024-03-29,600031,三一重工,CORE_ONLY,CORE_ONLY,MEDIUM,0,2.2952595804984592,5.886044486988285,0.4596731928933642,0.0,0.2079952209901546,-0.2079952209901546
current_v31_baseline,2024-03-29,002008,大族激光,CORE_ONLY,CORE_ONLY,LOW,0,2.2865669188055158,7.85457003348153,0.5564539034346552,0.023588344916195547,0.23249904768739826,-0.20891070277120272
current_v31_baseline,2024-03-29,002920,德赛西威,REDUCE_25,REDUCE_25,MEDIUM,0,1.3789424865701232,87.51634036613831,2.104534122197135,0.3,0.3882262906723063,-0.0882262906723063
current_v31_baseline,2024-03-29,600588,用友网络,CORE_ONLY,CORE_ONLY,INVALID,0,42.849011183834186,0.27888624894355607,0.02177974237016554,0.0,0.9880582889556708,-0.9880582889556708
current_v31_baseline,2024-03-29,600519,贵州茅台,HOLD_NO_ADD,HOLD_NO_ADD,HIGH,0,1.1850640476270249,1305.8197175913638,53.8,0.15863282297784798,0.20238656932819804,-0.043753746350350065
current_v31_baseline,2024-03-29,601088,中国神华,BUY_FULL_MARGIN,BUY_FULL_MARGIN,HIGH,0,0.4405129603675271,75.95690254398822,3.056,0.1647079787597452,0.0,0.1647079787597452
current_v31_baseline,2024-03-29,601877,正泰电器,HOLD,HOLD,MEDIUM,0,0.8607453081642488,21.43491207561638,1.6739687399523255,0.0,0.0,0.0
current_v31_baseline,2024-03-29,600276,恒瑞医药,CORE_ONLY,CORE_ONLY,MEDIUM,0,6.396193769134232,7.093281041443673,0.5539528543520622,0.0,0.48979294781032356,-0.48979294781032356
current_v31_baseline,2024-04-30,600031,三一重工,CORE_ONLY,CORE_ONLY,MEDIUM,0,2.317947613886279,6.5747818926971195,0.5134604388183885,0.0,0.21055805852033266,-0.21055805852033266
current_v31_baseline,2024-04-30,002008,大族激光,CORE_ONLY,CORE_ONLY,LOW,0,3.25257748894178,6.256576536358196,0.4886100537308429,0.0,0.300415695791316,-0.300415695791316
current_v31_baseline,2024-04-30,002920,德赛西威,HOLD_NO_ADD,HOLD_NO_ADD,MEDIUM,0,1.1983328519677396,102.53411629184626,2.465671502290234,0.3,0.349305116795974,-0.04930511679597399
current_v31_baseline,2024-04-30,600588,用友网络,CORE_ONLY,CORE_ONLY,INVALID,0,42.849011183834186,0.27888624894355607,0.02177974237016554,0.0,0.9880582889556708,-0.9880582889556708
current_v31_baseline,2024-04-30,600519,贵州茅台,HOLD_NO_ADD,HOLD_NO_ADD,HIGH,0,1.054247480792978,1469.6644082417806,58.08500000000001,0.1692768992190259,0.18286649192466753,-0.01358959270564164
current_v31_baseline,2024-04-30,601088,中国神华,BUY_FULL_MARGIN,BUY_FULL_MARGIN,HIGH,0,0.47821497841116184,71.2859310958051,2.9804999999999997,0.1548778495812584,0.0,0.1548778495812584
current_v31_baseline,2024-04-30,601877,正泰电器,HOLD,HOLD,MEDIUM,0,0.8749424203530899,21.61285081179253,1.6878649426022223,0.0,0.0,0.0
current_v31_baseline,2024-04-30,600276,恒瑞医药,CORE_ONLY,CORE_ONLY,MEDIUM,0,5.748273663336449,7.925857860698264,0.6189733015610133,0.0,0.4589405705438909,-0.4589405705438909
current_v31_baseline,2024-05-31,600031,三一重工,CORE_ONLY,CORE_ONLY,MEDIUM,0,2.2981750948701882,6.5747818926971195,0.5134604388183885,0.0,0.20832582972752622,-0.20832582972752622
current_v31_baseline,2024-05-31,002008,大族激光,CORE_ONLY,CORE_ONLY,LOW,0,3.185448125533645,6.256576536358196,0.4886100537308429,0.0,0.29479223925798814,-0.29479223925798814
current_v31_baseline,2024-05-31,002920,德赛西威,HOLD,HOLD,MEDIUM,0,0.9561695516148547,102.53411629184626,2.465671502290234,0.3,0.28793150639888354,0.012068493601116448
current_v31_baseline,2024-05-31,600588,用友网络,CORE_ONLY,CORE_ONLY,INVALID,0,42.849011183834186,0.27888624894355607,0.02177974237016554,0.0,0.9880582889556708,-0.9880582889556708
current_v31_baseline,2024-05-31,600519,贵州茅台,HOLD_NO_ADD,HOLD_NO_ADD,HIGH,0,1.0192803143352422,1469.6644082417806,58.08500000000001,0.1692768992190259,0.17418132025734556,-0.004904421038319673
current_v31_baseline,2024-05-31,601088,中国神华,BUY_FULL_MARGIN,BUY_FULL_MARGIN,HIGH,0,0.5082349271879257,71.2859310958051,2.9804999999999997,0.1548778495812584,0.0,0.1548778495812584
current_v31_baseline,2024-05-31,601877,正泰电器,HOLD,HOLD,MEDIUM,0,0.9082559339783793,21.61285081179253,1.6878649426022223,0.0,0.0,0.0
current_v31_baseline,2024-05-31,600276,恒瑞医药,CORE_ONLY,CORE_ONLY,MEDIUM,0,5.26883029369908,7.925857860698264,0.6189733015610133,0.0,0.434052671579379,-0.434052671579379
current_v31_baseline,2024-06-28,600031,三一重工,CORE_ONLY,CORE_ONLY,MEDIUM,0,2.3803070969370252,6.5747818926971195,0.5134604388183885,0.0,0.21748770423868952,-0.21748770423868952
current_v31_baseline,2024-06-28,002008,大族激光,CORE_ONLY,CORE_ONLY,LOW,0,3.2381926253543227,6.256576536358196,0.4886100537308429,0.0,0.2992194696990246,-0.2992194696990246
current_v31_baseline,2024-06-28,002920,德赛西威,BUY_STAGED,BUY_STAGED,MEDIUM,0,0.8291874263391976,102.53411629184626,2.465671502290234,0.3,0.24993689572252126,0.05006310427747873
current_v31_baseline,2024-06-28,600588,用友网络,CORE_ONLY,CORE_ONLY,INVALID,0,42.849011183834186,0.27888624894355607,0.02177974237016554,0.0,0.9880582889556708,-0.9880582889556708
current_v31_baseline,2024-06-28,600519,贵州茅台,HOLD,HOLD,HIGH,0,0.9261229926826133,1469.6644082417806,58.08500000000001,0.1692768992190259,0.1496585527303712,0.01961834648865468
current_v31_baseline,2024-06-28,601088,中国神华,BUY_FULL_MARGIN,BUY_FULL_MARGIN,HIGH,0,0.5327839507203262,71.2859310958051,2.9804999999999997,0.1548778495812584,0.0,0.1548778495812584
current_v31_baseline,2024-06-28,601877,正泰电器,BUY_STAGED,BUY_STAGED,MEDIUM,0,0.8268229006721162,21.61285081179253,1.6878649426022223,0.0,0.0,0.0
current_v31_baseline,2024-06-28,600276,恒瑞医药,CORE_ONLY,CORE_ONLY,MEDIUM,0,4.776769993281781,7.925857860698264,0.6189733015610133,0.0,0.40631995290833367,-0.40631995290833367
