technology_sector,technology_scope,quant_rank,code,stock_name,industry,industry_source,industry_update_date,latest_trade_date,latest_close,price_percentile_5y,price_percentile_1y,distance_from_52w_low_pct,ma20,ma60,ma120,ma250,ma20_slope_pct,ma60_slope_pct,trend_confirmation_level,atr14,relative_strength_20d,relative_strength_60d,avg_turnover_20d,quant_score,quant_status,hard_blockers,soft_blockers,rejection_reasons,deep_reviewed,deep_quant_status,valuation_score,financial_safety_score,industry_evidence_status,company_evidence_status,company_evidence_score,company_evidence_summary,hard_logic_level,tier,top_risks,research_status,disclaimer
电子与通信设备,CORE,201,002036,联创电子,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,6.76,0.0488,0.016,3.2061,7.57,8.48,9.51,10.21,-5.723,-2.3201,NONE,0.44,-16.3862,-30.4731,337206498.6,51.6879,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
电气设备与新能源链,EXTENDED,205,002346,柘中股份,C38电气机械和器材制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,21.81,0.9848,0.972,66.4885,19.86,19.51,19.89,18.28,3.3908,0.3369,MEDIUM,1.46,35.5147,9.0418,172523684.2,51.5472,HARD_REJECT,price_too_high,,price_too_high,False,,,,,,,,,,,量化硬拒绝,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
电气设备与新能源链,EXTENDED,206,002531,天顺风能,C38电气机械和器材制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,7.56,0.1952,0.468,16.3077,8.59,10.5,10.1,8.58,-4.9732,-2.7967,NONE,0.49,-23.3727,-39.5967,343695662.35,51.4723,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
电气设备与新能源链,EXTENDED,210,002309,中利集团,C38电气机械和器材制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,2.58,0.1944,0.016,4.0323,2.87,3.65,3.63,3.44,-6.1107,-4.8332,NONE,0.12,-19.6653,-46.4562,335445080.25,51.3468,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
软件与信息技术服务,CORE,217,002421,达实智能,I65软件和信息技术服务业,baostock.query_stock_industry,2026-07-06,2026-07-10,3.15,0.3168,0.516,28.5714,3.63,3.7,3.27,3.26,-13.501,1.033,NONE,0.22,-36.8937,11.3751,1358721499.45,50.9481,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
软件与信息技术服务,CORE,218,002410,广联达,I65软件和信息技术服务业,baostock.query_stock_industry,2026-07-06,2026-07-10,8.43,0.0096,0.048,5.1122,8.48,9.83,11.43,12.52,-2.8029,-2.5048,NONE,0.28,-6.0566,-29.6997,230543059.0,50.8573,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
电子与通信设备,CORE,220,003026,中晶科技,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,38.87,0.5208,0.86,31.0961,38.47,41.61,37.89,35.99,3.4697,0.4551,WEAK,4.03,8.3365,2.5872,947680552.55,50.7924,SECONDARY_RESEARCH,,,,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
软件与信息技术服务,CORE,221,002212,天融信,I65软件和信息技术服务业,baostock.query_stock_industry,2026-07-06,2026-07-10,5.78,0.0912,0.036,6.4457,5.91,6.79,7.63,8.46,-2.6989,-2.1504,NONE,0.26,-5.4568,-27.3671,212938334.45,50.7519,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
电子与通信设备,CORE,227,002449,国星光电,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,6.84,0.0544,0.012,1.034,7.55,7.99,8.24,8.69,-3.29,-1.1645,NONE,0.35,-8.1229,-20.5074,179602582.9,50.3261,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
软件与信息技术服务,CORE,237,002153,石基信息,I65软件和信息技术服务业,baostock.query_stock_industry,2026-07-06,2026-07-10,7.74,0.1824,0.068,10.0996,7.54,8.66,10.24,10.36,-1.554,-2.0074,NONE,0.28,-1.3109,-24.3095,156072370.0,49.9407,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
软件与信息技术服务,CORE,238,000555,神州信息,I65软件和信息技术服务业,baostock.query_stock_industry,2026-07-06,2026-07-10,10.14,0.1024,0.024,4.2138,10.69,12.82,14.96,15.12,-3.4601,-3.1337,NONE,0.47,-7.335,-37.1924,228576039.9,49.9371,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
软件与信息技术服务,CORE,242,002373,千方科技,I65软件和信息技术服务业,baostock.query_stock_industry,2026-07-06,2026-07-10,7.25,0.0088,0.044,4.7688,7.35,8.29,9.8,10.44,-1.3418,-2.4264,NONE,0.25,-0.8954,-28.1982,161157155.5,49.7492,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
软件与信息技术服务,CORE,246,002368,太极股份,I65软件和信息技术服务业,baostock.query_stock_industry,2026-07-06,2026-07-10,14.44,0.0152,0.04,7.5205,15.17,16.71,19.42,22.69,-2.9428,-2.7259,NONE,0.75,-11.0044,-31.097,208704053.55,49.7237,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
电子与通信设备,CORE,256,001308,康冠科技,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,19.01,0.0182,0.008,2.0397,20.38,20.72,20.85,21.82,-1.4962,-0.2775,NONE,0.98,-7.9874,-10.5572,118512688.1,49.3353,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
软件与信息技术服务,CORE,258,002063,远光软件,I65软件和信息技术服务业,baostock.query_stock_industry,2026-07-06,2026-07-10,5.19,0.0704,0.052,5.0607,5.18,5.88,6.29,6.29,-1.5483,-1.6764,NONE,0.14,-1.5032,-22.5726,133089466.4,49.3298,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
电气设备与新能源链,EXTENDED,267,000400,许继电气,C38电气机械和器材制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,20.29,0.2568,0.012,1.2475,21.74,24.4,27.23,25.97,-1.9661,-2.3363,NONE,0.7,-7.4192,-25.3613,396278332.55,48.8332,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
电子与通信设备,CORE,268,002960,青鸟智控,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,8.39,0.0104,0.052,4.3532,8.61,9.76,10.59,10.81,-1.1028,-3.017,NONE,0.31,-6.4014,-35.0376,170798519.15,48.7984,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
电气设备与新能源链,EXTENDED,278,000541,佛山照明,C38电气机械和器材制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,4.98,0.092,0.052,5.7325,5.1,5.27,5.68,6.08,0.8895,-0.9651,NONE,0.19,4.4216,-16.6031,86986732.05,48.5584,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
电气设备与新能源链,EXTENDED,283,002506,协鑫集成,C38电气机械和器材制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,2.7,0.336,0.368,11.1111,3.01,3.72,4.1,3.35,-4.6994,-3.8052,NONE,0.17,-16.1374,-45.2232,944522576.95,48.5,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
电气设备与新能源链,EXTENDED,289,002892,科力尔,C38电气机械和器材制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,9.2,0.0536,0.02,4.7836,9.64,10.49,11.32,12.69,-3.3114,-1.2471,NONE,0.46,-8.8486,-20.3387,122012985.05,48.4076,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
电子与通信设备,CORE,309,002362,汉王科技,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,15.49,0.1704,0.032,4.9458,16.25,17.57,19.28,21.39,-5.0057,-1.6875,NONE,0.66,-18.9611,-21.4664,140328790.15,47.9474,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
互联网服务,CORE,314,002291,遥望科技,I64互联网和相关服务,baostock.query_stock_industry,2026-07-06,2026-07-10,4.84,0.0664,0.028,4.3103,4.99,5.85,6.54,6.6,-3.6555,-2.4169,NONE,0.2,-7.8746,-29.395,127991526.75,47.825,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
电气设备与新能源链,EXTENDED,330,000049,德赛电池,C38电气机械和器材制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,23.88,0.2208,0.184,7.3741,23.98,26.0,26.22,26.05,1.0366,-0.5064,NONE,1.0,5.2487,-16.6719,194678156.4,47.3452,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
软件与信息技术服务,CORE,335,002197,证通电子,I65软件和信息技术服务业,baostock.query_stock_industry,2026-07-06,2026-07-10,5.71,0.2,0.02,2.5135,5.97,6.98,7.9,8.45,-2.499,-2.3182,NONE,0.3,-6.7744,-29.6955,112152994.0,47.2856,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
软件与信息技术服务,CORE,338,002987,京北方,I65软件和信息技术服务业,baostock.query_stock_industry,2026-07-06,2026-07-10,9.7,0.02,0.016,2.4287,10.41,12.92,15.71,18.6,-5.4829,-4.3096,NONE,0.41,-16.2977,-46.3151,148398887.15,47.2589,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
电子与通信设备,CORE,351,002981,朝阳科技,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,20.43,0.0768,0.04,11.8839,20.95,24.11,25.89,28.17,-7.6491,-1.1924,NONE,1.13,-28.8641,-21.046,137356861.0,46.8968,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
电气设备与新能源链,EXTENDED,354,002508,老板电器,C38电气机械和器材制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,15.15,0.008,0.04,4.9169,15.25,17.12,18.83,19.2,-2.1844,-2.5255,NONE,0.53,-8.9891,-28.7972,103264014.85,46.7729,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
电子与通信设备,CORE,360,002351,漫步者,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,9.38,0.1544,0.04,3.4179,9.58,10.61,11.28,12.23,-2.8781,-1.645,NONE,0.29,-5.8887,-22.5838,80842245.0,46.6057,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
互联网服务,CORE,361,000503,国新健康,I64互联网和相关服务,baostock.query_stock_industry,2026-07-06,2026-07-10,6.4,0.0208,0.04,4.065,6.57,7.15,8.1,9.18,-2.8107,-1.7302,NONE,0.28,-9.2245,-22.0657,85806232.1,46.5868,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
电子与通信设备,CORE,364,002045,国光电器,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,7.67,0.0104,0.016,2.4032,8.1,9.79,11.54,13.72,-3.3351,-3.4086,NONE,0.33,-9.6741,-39.5986,125420119.2,46.5288,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
软件与信息技术服务,CORE,366,002544,普天科技,I65软件和信息技术服务业,baostock.query_stock_industry,2026-07-06,2026-07-10,18.87,0.212,0.056,11.9217,18.52,22.51,26.27,26.37,-2.9242,-3.0474,NONE,0.95,-4.4423,-32.7665,274438207.65,46.4955,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
电气设备与新能源链,EXTENDED,377,002184,海得控制,C38电气机械和器材制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,9.34,0.0704,0.024,3.6626,9.88,11.18,11.94,12.97,-4.6748,-1.4989,NONE,0.5,-13.8577,-23.3574,92556549.1,46.3328,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
软件与信息技术服务,CORE,378,002474,榕基软件,I65软件和信息技术服务业,baostock.query_stock_industry,2026-07-06,2026-07-10,5.79,0.1824,0.032,4.8913,6.08,7.02,7.85,8.01,-5.4031,-2.3138,NONE,0.25,-18.0015,-28.7475,112116097.45,46.2562,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
电子与通信设备,CORE,385,002376,新北洋,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,6.05,0.1224,0.06,7.6512,5.92,6.62,7.11,7.45,-1.5062,-1.4508,NONE,0.19,-1.1453,-19.3423,60817109.55,46.1928,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
软件与信息技术服务,CORE,392,002609,捷顺科技,I65软件和信息技术服务业,baostock.query_stock_industry,2026-07-06,2026-07-10,7.33,0.0928,0.02,2.0891,7.49,7.99,8.79,9.54,-0.8214,-1.0997,NONE,0.31,-1.0373,-16.3328,55057097.35,46.1,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
电气设备与新能源链,EXTENDED,395,002705,新宝股份,C38电气机械和器材制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,11.23,0.0072,0.032,4.2711,11.4,13.45,13.86,14.57,-2.0034,-2.2447,NONE,0.36,-7.336,-30.1121,87311789.35,46.0484,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
软件与信息技术服务,CORE,401,002649,博彦科技,I65软件和信息技术服务业,baostock.query_stock_industry,2026-07-06,2026-07-10,8.26,0.0632,0.036,4.1614,8.43,9.85,11.49,12.81,-2.8252,-2.8493,NONE,0.32,-6.3683,-33.7751,90507051.15,45.9394,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
电子与通信设备,CORE,437,002388,新亚制程,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,4.49,0.2472,0.076,3.4562,5.19,5.33,5.39,5.37,-2.7986,-0.2869,NONE,0.36,-12.7507,-15.3465,186500057.7,45.4653,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
互联网服务,CORE,438,002425,凯撒文化,I64互联网和相关服务,baostock.query_stock_industry,2026-07-06,2026-07-10,2.75,0.1896,0.056,5.7692,2.72,3.09,3.39,3.57,-2.2254,-1.6329,NONE,0.15,-4.1377,-20.8471,56280446.0,45.4269,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
互联网服务,CORE,443,002919,名臣健康,I64互联网和相关服务,baostock.query_stock_industry,2026-07-06,2026-07-10,19.05,0.3096,0.372,31.47,19.94,21.87,22.69,20.37,-0.494,-0.0038,NONE,1.26,-4.904,-8.1244,133963176.3,45.3656,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
软件与信息技术服务,CORE,444,002777,久远银海,I65软件和信息技术服务业,baostock.query_stock_industry,2026-07-06,2026-07-10,12.37,0.0208,0.04,4.8305,12.57,14.58,16.74,17.89,-2.8361,-2.3556,NONE,0.43,-7.8112,-29.1447,73873001.95,45.3654,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
电子与通信设备,CORE,447,002241,歌尔股份,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,22.57,0.4144,0.088,10.583,22.56,24.32,25.11,27.24,-2.2379,-0.7685,NONE,1.09,-1.9711,-11.5531,2159296737.05,45.3476,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
软件与信息技术服务,CORE,450,002253,川大智胜,I65软件和信息技术服务业,baostock.query_stock_industry,2026-07-06,2026-07-10,9.48,0.0328,0.028,1.6077,10.34,11.15,11.07,10.71,-3.4953,-1.1972,NONE,0.54,-13.6466,-17.9393,64328614.35,45.3157,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
电子与通信设备,CORE,452,003040,楚天龙,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,10.46,0.0288,0.016,3.4619,11.12,13.24,15.49,18.88,-4.0971,-3.6849,NONE,0.48,-12.5916,-39.666,97997818.55,45.3126,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
电气设备与新能源链,EXTENDED,467,002242,九阳股份,C38电气机械和器材制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,8.07,0.0064,0.032,2.6718,8.23,9.41,9.83,9.94,-1.0281,-1.4274,NONE,0.25,-5.6948,-21.152,54872528.7,45.1388,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
电气设备与新能源链,EXTENDED,468,002334,英威腾,C38电气机械和器材制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,7.03,0.26,0.02,1.7366,7.54,8.28,8.74,8.86,-5.6879,-1.2477,NONE,0.31,-16.2019,-21.0411,207782532.25,45.0875,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
电气设备与新能源链,EXTENDED,480,002723,小崧股份,C38电气机械和器材制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,8.58,0.3184,0.368,21.0155,8.76,9.24,9.27,8.84,0.5743,-0.8588,NONE,0.51,2.8153,-17.9418,126562658.4,44.8863,LOW_PRIORITY,,trend_unconfirmed,trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
电子与通信设备,CORE,490,000509,华塑控股,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,3.21,0.2848,0.064,4.902,3.71,3.98,3.84,3.66,-7.6033,-0.8847,NONE,0.22,-23.0182,-17.2055,206866869.7,44.7674,LOW_PRIORITY,,trend_unconfirmed,trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
电子与通信设备,CORE,506,002414,高德红外,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,14.64,0.752,0.784,46.988,13.25,13.57,14.45,13.37,1.3891,-0.2109,WEAK,0.75,14.4204,2.1165,875453036.35,44.5537,HARD_REJECT,price_too_high,,price_too_high,False,,,,,,,,,,,量化硬拒绝,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
电子与通信设备,CORE,510,002766,索菱股份,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,3.57,0.0104,0.024,2.5862,3.71,4.43,5.01,5.24,-4.5606,-2.4066,NONE,0.17,-12.2834,-31.278,70900657.9,44.5288,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
电气设备与新能源链,EXTENDED,511,001283,豪鹏科技,C38电气机械和器材制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,44.7,0.2065,0.004,0.0,49.41,61.43,64.69,68.78,-1.3595,-2.6297,NONE,2.78,-6.0829,-40.0524,220342874.25,44.492,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
软件与信息技术服务,CORE,523,003029,吉大正元,I65软件和信息技术服务业,baostock.query_stock_industry,2026-07-06,2026-07-10,16.29,0.0232,0.036,3.1013,16.73,19.19,21.67,24.37,-2.849,-2.1838,NONE,0.76,-8.5432,-28.2054,55663236.35,44.2061,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
互联网服务,CORE,524,002558,巨人网络,I64互联网和相关服务,baostock.query_stock_industry,2026-07-06,2026-07-10,29.56,0.8592,0.296,28.243,26.57,28.41,33.77,34.88,3.7397,-1.396,WEAK,2.02,23.6786,-10.652,2650628041.5,44.2027,HARD_REJECT,price_too_high,,price_too_high,False,,,,,,,,,,,量化硬拒绝,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
电气设备与新能源链,EXTENDED,525,002706,良信股份,C38电气机械和器材制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,10.18,0.3896,0.272,16.21,11.05,11.82,11.44,10.98,-4.2161,0.2871,NONE,0.58,-12.7121,2.9502,382860205.0,44.1558,LOW_PRIORITY,,trend_unconfirmed,trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
软件与信息技术服务,CORE,528,002771,真视通,I65软件和信息技术服务业,baostock.query_stock_industry,2026-07-06,2026-07-10,13.2,0.3496,0.028,7.8431,13.6,15.08,15.51,16.06,-4.298,-1.6443,NONE,0.84,-14.297,-25.9558,180749200.15,44.0952,LOW_PRIORITY,,trend_unconfirmed,trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
互联网服务,CORE,534,002095,生 意 宝,I64互联网和相关服务,baostock.query_stock_industry,2026-07-06,2026-07-10,13.03,0.1592,0.036,3.004,13.28,14.73,16.45,18.33,-1.5168,-2.1256,NONE,0.53,-3.1934,-26.8742,45201138.65,44.0599,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed,False,,,,,,,,,,,量化观察，未进入证据复核队列,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
